county_fips,county,year,office,party,candidate,votes,total_votes
55115,SHAWANO,2009,SUPREME COURT,SCATTERING,SCATTERING,0,5902
55115,SHAWANO,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",5543,9178
55115,SHAWANO,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3628,9178
55115,SHAWANO,2011,SUPREME COURT,SCATTERING,SCATTERING,7,9178
55115,SHAWANO,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,4323,6711
55115,SHAWANO,2013,SUPREME COURT,LIBERAL,ED FALLONE,2386,6711
55115,SHAWANO,2013,SUPREME COURT,SCATTERING,SCATTERING,2,6711
55115,SHAWANO,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,2458,5631
55115,SHAWANO,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,3169,5631
55115,SHAWANO,2015,SUPREME COURT,SCATTERING,SCATTERING,4,5631
55115,SHAWANO,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,8978,13863
55115,SHAWANO,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,4871,13863
55115,SHAWANO,2016,SUPREME COURT,SCATTERING,SCATTERING,14,13863
55115,SHAWANO,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,5155,5155
55115,SHAWANO,2017,SUPREME COURT,SCATTERING,SCATTERING,0,5155
55115,SHAWANO,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,3041,5393
55115,SHAWANO,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,2352,5393
55115,SHAWANO,2018,SUPREME COURT,SCATTERING,SCATTERING,0,5393
55115,SHAWANO,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,5531,8193
55115,SHAWANO,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,2662,8193
55115,SHAWANO,2019,SUPREME COURT,SCATTERING,SCATTERING,0,8193
55115,SHAWANO,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,5853,9732
55115,SHAWANO,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,3879,9732
55115,SHAWANO,2020,SUPREME COURT,SCATTERING,SCATTERING,0,9732
55115,SHAWANO,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,6921,10939
55115,SHAWANO,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,4003,10939
55115,SHAWANO,2023,SUPREME COURT,SCATTERING,SCATTERING,15,10939
55115,SHAWANO,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,9643,15117
55115,SHAWANO,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,5467,15117
55115,SHAWANO,2025,SUPREME COURT,SCATTERING,SCATTERING,7,15117
55117,SHEBOYGAN,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,13537,18423
55117,SHEBOYGAN,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,4883,18423
55117,SHEBOYGAN,2000,SUPREME COURT,SCATTERING,SCATTERING,3,18423
55117,SHEBOYGAN,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",12274,12289
55117,SHEBOYGAN,2001,SUPREME COURT,SCATTERING,SCATTERING,15,12289
55117,SHEBOYGAN,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,8340,16397
55117,SHEBOYGAN,2003,SUPREME COURT,LIBERAL,ED BRUNNER,8045,16397
55117,SHEBOYGAN,2003,SUPREME COURT,SCATTERING,SCATTERING,12,16397
55117,SHEBOYGAN,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,16911,16940
55117,SHEBOYGAN,2005,SUPREME COURT,SCATTERING,SCATTERING,29,16940
55117,SHEBOYGAN,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,19067,19121
55117,SHEBOYGAN,2006,SUPREME COURT,SCATTERING,SCATTERING,54,19121
55117,SHEBOYGAN,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,13604,20076
55117,SHEBOYGAN,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,6463,20076
55117,SHEBOYGAN,2007,SUPREME COURT,SCATTERING,SCATTERING,9,20076
55117,SHEBOYGAN,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,10783,17437
55117,SHEBOYGAN,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,6634,17437
55117,SHEBOYGAN,2008,SUPREME COURT,SCATTERING,SCATTERING,20,17437
55117,SHEBOYGAN,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,8999,22052
55117,SHEBOYGAN,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,13039,22052
55117,SHEBOYGAN,2009,SUPREME COURT,SCATTERING,SCATTERING,14,22052
55117,SHEBOYGAN,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",19546,30992
55117,SHEBOYGAN,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,11419,30992
55117,SHEBOYGAN,2011,SUPREME COURT,SCATTERING,SCATTERING,27,30992
55117,SHEBOYGAN,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,14766,21126
55117,SHEBOYGAN,2013,SUPREME COURT,LIBERAL,ED FALLONE,6347,21126
55117,SHEBOYGAN,2013,SUPREME COURT,SCATTERING,SCATTERING,13,21126
55117,SHEBOYGAN,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,9434,18329
55117,SHEBOYGAN,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,8870,18329
55117,SHEBOYGAN,2015,SUPREME COURT,SCATTERING,SCATTERING,25,18329
55117,SHEBOYGAN,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,25640,40801
55117,SHEBOYGAN,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,15083,40801
55117,SHEBOYGAN,2016,SUPREME COURT,SCATTERING,SCATTERING,78,40801
55117,SHEBOYGAN,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,10452,10572
55117,SHEBOYGAN,2017,SUPREME COURT,SCATTERING,SCATTERING,120,10572
55117,SHEBOYGAN,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,11919,21733
55117,SHEBOYGAN,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,9792,21733
55117,SHEBOYGAN,2018,SUPREME COURT,SCATTERING,SCATTERING,22,21733
55117,SHEBOYGAN,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,15665,25011
55117,SHEBOYGAN,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,9338,25011
55117,SHEBOYGAN,2019,SUPREME COURT,SCATTERING,SCATTERING,8,25011
55117,SHEBOYGAN,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,18050,31985
55117,SHEBOYGAN,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,13925,31985
55117,SHEBOYGAN,2020,SUPREME COURT,SCATTERING,SCATTERING,10,31985
55117,SHEBOYGAN,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,20075,36769
55117,SHEBOYGAN,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,16620,36769
55117,SHEBOYGAN,2023,SUPREME COURT,SCATTERING,SCATTERING,74,36769
55117,SHEBOYGAN,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,25130,46448
55117,SHEBOYGAN,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,21280,46448
55117,SHEBOYGAN,2025,SUPREME COURT,SCATTERING,SCATTERING,38,46448
55119,TAYLOR,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,1817,2751
55119,TAYLOR,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,927,2751
55119,TAYLOR,2000,SUPREME COURT,SCATTERING,SCATTERING,7,2751
55119,TAYLOR,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",2458,2461
55119,TAYLOR,2001,SUPREME COURT,SCATTERING,SCATTERING,3,2461
55119,TAYLOR,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1705,3323
55119,TAYLOR,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1615,3323
55119,TAYLOR,2003,SUPREME COURT,SCATTERING,SCATTERING,3,3323
55119,TAYLOR,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,2152,2153
55119,TAYLOR,2005,SUPREME COURT,SCATTERING,SCATTERING,1,2153
55119,TAYLOR,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,1946,1953
55119,TAYLOR,2006,SUPREME COURT,SCATTERING,SCATTERING,7,1953
55119,TAYLOR,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,1659,2708
55119,TAYLOR,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1040,2708
55119,TAYLOR,2007,SUPREME COURT,SCATTERING,SCATTERING,9,2708
55119,TAYLOR,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1400,2208
55119,TAYLOR,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,792,2208
55119,TAYLOR,2008,SUPREME COURT,SCATTERING,SCATTERING,16,2208
55119,TAYLOR,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1799,4773
55119,TAYLOR,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,2971,4773
55119,TAYLOR,2009,SUPREME COURT,SCATTERING,SCATTERING,3,4773
55119,TAYLOR,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",3652,5953
55119,TAYLOR,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2292,5953
55119,TAYLOR,2011,SUPREME COURT,SCATTERING,SCATTERING,9,5953
55119,TAYLOR,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2581,3798
55119,TAYLOR,2013,SUPREME COURT,LIBERAL,ED FALLONE,1211,3798
55119,TAYLOR,2013,SUPREME COURT,SCATTERING,SCATTERING,6,3798
55119,TAYLOR,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1152,3032
55119,TAYLOR,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,1880,3032
55119,TAYLOR,2015,SUPREME COURT,SCATTERING,SCATTERING,0,3032
55119,TAYLOR,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,4146,6472
55119,TAYLOR,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2319,6472
55119,TAYLOR,2016,SUPREME COURT,SCATTERING,SCATTERING,7,6472
55119,TAYLOR,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,1713,1720
55119,TAYLOR,2017,SUPREME COURT,SCATTERING,SCATTERING,7,1720
55119,TAYLOR,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1709,2800
55119,TAYLOR,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,1090,2800
55119,TAYLOR,2018,SUPREME COURT,SCATTERING,SCATTERING,1,2800
55119,TAYLOR,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2609,3739
55119,TAYLOR,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,1129,3739
55119,TAYLOR,2019,SUPREME COURT,SCATTERING,SCATTERING,1,3739
55119,TAYLOR,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3293,4892
55119,TAYLOR,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,1597,4892
55119,TAYLOR,2020,SUPREME COURT,SCATTERING,SCATTERING,2,4892
55119,TAYLOR,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3946,5599
55119,TAYLOR,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,1653,5599
55119,TAYLOR,2023,SUPREME COURT,SCATTERING,SCATTERING,0,5599
55119,TAYLOR,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,5264,7440
55119,TAYLOR,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,2176,7440
55119,TAYLOR,2025,SUPREME COURT,SCATTERING,SCATTERING,0,7440
55121,TREMPEALEAU,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,2323,3469
55121,TREMPEALEAU,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1142,3469
55121,TREMPEALEAU,2000,SUPREME COURT,SCATTERING,SCATTERING,4,3469
55121,TREMPEALEAU,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",2647,2650
55121,TREMPEALEAU,2001,SUPREME COURT,SCATTERING,SCATTERING,3,2650
55121,TREMPEALEAU,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,1516,3940
55121,TREMPEALEAU,2003,SUPREME COURT,LIBERAL,ED BRUNNER,2422,3940
55121,TREMPEALEAU,2003,SUPREME COURT,SCATTERING,SCATTERING,2,3940
55121,TREMPEALEAU,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,4237,4244
55121,TREMPEALEAU,2005,SUPREME COURT,SCATTERING,SCATTERING,7,4244
55121,TREMPEALEAU,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,3915,3931
55121,TREMPEALEAU,2006,SUPREME COURT,SCATTERING,SCATTERING,16,3931
55121,TREMPEALEAU,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,2074,3592
55121,TREMPEALEAU,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1515,3592
55121,TREMPEALEAU,2007,SUPREME COURT,SCATTERING,SCATTERING,3,3592
55121,TREMPEALEAU,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1733,3290
55121,TREMPEALEAU,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1548,3290
55121,TREMPEALEAU,2008,SUPREME COURT,SCATTERING,SCATTERING,9,3290
55121,TREMPEALEAU,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1491,3968
55121,TREMPEALEAU,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,2477,3968
55121,TREMPEALEAU,2009,SUPREME COURT,SCATTERING,SCATTERING,0,3968
55121,TREMPEALEAU,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",2878,6214
55121,TREMPEALEAU,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3330,6214
55121,TREMPEALEAU,2011,SUPREME COURT,SCATTERING,SCATTERING,6,6214
55121,TREMPEALEAU,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2543,4678
55121,TREMPEALEAU,2013,SUPREME COURT,LIBERAL,ED FALLONE,2132,4678
55121,TREMPEALEAU,2013,SUPREME COURT,SCATTERING,SCATTERING,3,4678
55121,TREMPEALEAU,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1252,3814
55121,TREMPEALEAU,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,2560,3814
55121,TREMPEALEAU,2015,SUPREME COURT,SCATTERING,SCATTERING,2,3814
55121,TREMPEALEAU,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,4552,8963
55121,TREMPEALEAU,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,4403,8963
55121,TREMPEALEAU,2016,SUPREME COURT,SCATTERING,SCATTERING,8,8963
55121,TREMPEALEAU,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,4375,4416
55121,TREMPEALEAU,2017,SUPREME COURT,SCATTERING,SCATTERING,41,4416
55121,TREMPEALEAU,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,1974,4525
55121,TREMPEALEAU,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,2545,4525
55121,TREMPEALEAU,2018,SUPREME COURT,SCATTERING,SCATTERING,6,4525
55121,TREMPEALEAU,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2850,5737
55121,TREMPEALEAU,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,2882,5737
55121,TREMPEALEAU,2019,SUPREME COURT,SCATTERING,SCATTERING,5,5737
55121,TREMPEALEAU,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,2980,6523
55121,TREMPEALEAU,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,3539,6523
55121,TREMPEALEAU,2020,SUPREME COURT,SCATTERING,SCATTERING,4,6523
55121,TREMPEALEAU,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4053,8035
55121,TREMPEALEAU,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,3965,8035
55121,TREMPEALEAU,2023,SUPREME COURT,SCATTERING,SCATTERING,17,8035
55121,TREMPEALEAU,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,5702,10773
55121,TREMPEALEAU,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,5068,10773
55121,TREMPEALEAU,2025,SUPREME COURT,SCATTERING,SCATTERING,3,10773
55123,VERNON,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,2641,4054
55123,VERNON,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1410,4054
55123,VERNON,2000,SUPREME COURT,SCATTERING,SCATTERING,3,4054
55123,VERNON,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",4738,4743
55123,VERNON,2001,SUPREME COURT,SCATTERING,SCATTERING,5,4743
55123,VERNON,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2356,4293
55123,VERNON,2003,SUPREME COURT,LIBERAL,ED BRUNNER,1936,4293
55123,VERNON,2003,SUPREME COURT,SCATTERING,SCATTERING,1,4293
55123,VERNON,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,3833,3835
55123,VERNON,2005,SUPREME COURT,SCATTERING,SCATTERING,2,3835
55123,VERNON,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,3104,3107
55123,VERNON,2006,SUPREME COURT,SCATTERING,SCATTERING,3,3107
55123,VERNON,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,2386,4100
55123,VERNON,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1709,4100
55123,VERNON,2007,SUPREME COURT,SCATTERING,SCATTERING,5,4100
55123,VERNON,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,2020,3921
55123,VERNON,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1901,3921
55123,VERNON,2008,SUPREME COURT,SCATTERING,SCATTERING,0,3921
55123,VERNON,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,1900,4461
55123,VERNON,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,2561,4461
55123,VERNON,2009,SUPREME COURT,SCATTERING,SCATTERING,0,4461
55123,VERNON,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",3578,7914
55123,VERNON,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,4331,7914
55123,VERNON,2011,SUPREME COURT,SCATTERING,SCATTERING,5,7914
55123,VERNON,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2550,4699
55123,VERNON,2013,SUPREME COURT,LIBERAL,ED FALLONE,2149,4699
55123,VERNON,2013,SUPREME COURT,SCATTERING,SCATTERING,0,4699
55123,VERNON,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,1527,4814
55123,VERNON,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,3287,4814
55123,VERNON,2015,SUPREME COURT,SCATTERING,SCATTERING,0,4814
55123,VERNON,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,4798,10210
55123,VERNON,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,5407,10210
55123,VERNON,2016,SUPREME COURT,SCATTERING,SCATTERING,5,10210
55123,VERNON,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,4257,4264
55123,VERNON,2017,SUPREME COURT,SCATTERING,SCATTERING,7,4264
55123,VERNON,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,2489,5798
55123,VERNON,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,3307,5798
55123,VERNON,2018,SUPREME COURT,SCATTERING,SCATTERING,2,5798
55123,VERNON,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,2878,6261
55123,VERNON,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,3382,6261
55123,VERNON,2019,SUPREME COURT,SCATTERING,SCATTERING,1,6261
55123,VERNON,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,3272,7796
55123,VERNON,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,4519,7796
55123,VERNON,2020,SUPREME COURT,SCATTERING,SCATTERING,5,7796
55123,VERNON,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4364,9756
55123,VERNON,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,5374,9756
55123,VERNON,2023,SUPREME COURT,SCATTERING,SCATTERING,18,9756
55123,VERNON,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,5696,12318
55123,VERNON,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,6612,12318
55123,VERNON,2025,SUPREME COURT,SCATTERING,SCATTERING,10,12318
55125,VILAS,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,3019,4414
55125,VILAS,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,1391,4414
55125,VILAS,2000,SUPREME COURT,SCATTERING,SCATTERING,4,4414
55125,VILAS,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",3187,3201
55125,VILAS,2001,SUPREME COURT,SCATTERING,SCATTERING,14,3201
55125,VILAS,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,2436,4948
55125,VILAS,2003,SUPREME COURT,LIBERAL,ED BRUNNER,2503,4948
55125,VILAS,2003,SUPREME COURT,SCATTERING,SCATTERING,9,4948
55125,VILAS,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,3609,3623
55125,VILAS,2005,SUPREME COURT,SCATTERING,SCATTERING,14,3623
55125,VILAS,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,3718,3750
55125,VILAS,2006,SUPREME COURT,SCATTERING,SCATTERING,32,3750
55125,VILAS,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,2463,4247
55125,VILAS,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,1771,4247
55125,VILAS,2007,SUPREME COURT,SCATTERING,SCATTERING,13,4247
55125,VILAS,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,1721,3201
55125,VILAS,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,1460,3201
55125,VILAS,2008,SUPREME COURT,SCATTERING,SCATTERING,20,3201
55125,VILAS,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,2255,6083
55125,VILAS,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,3820,6083
55125,VILAS,2009,SUPREME COURT,SCATTERING,SCATTERING,8,6083
55125,VILAS,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",4210,7039
55125,VILAS,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,2821,7039
55125,VILAS,2011,SUPREME COURT,SCATTERING,SCATTERING,8,7039
55125,VILAS,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,3176,4639
55125,VILAS,2013,SUPREME COURT,LIBERAL,ED FALLONE,1458,4639
55125,VILAS,2013,SUPREME COURT,SCATTERING,SCATTERING,5,4639
55125,VILAS,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,2195,4825
55125,VILAS,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,2620,4825
55125,VILAS,2015,SUPREME COURT,SCATTERING,SCATTERING,10,4825
55125,VILAS,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,5489,9177
55125,VILAS,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,3670,9177
55125,VILAS,2016,SUPREME COURT,SCATTERING,SCATTERING,18,9177
55125,VILAS,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,3290,3330
55125,VILAS,2017,SUPREME COURT,SCATTERING,SCATTERING,40,3330
55125,VILAS,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,2426,4537
55125,VILAS,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,2107,4537
55125,VILAS,2018,SUPREME COURT,SCATTERING,SCATTERING,4,4537
55125,VILAS,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,3659,6221
55125,VILAS,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,2559,6221
55125,VILAS,2019,SUPREME COURT,SCATTERING,SCATTERING,3,6221
55125,VILAS,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,4152,7495
55125,VILAS,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,3338,7495
55125,VILAS,2020,SUPREME COURT,SCATTERING,SCATTERING,5,7495
55125,VILAS,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,5066,8958
55125,VILAS,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,3866,8958
55125,VILAS,2023,SUPREME COURT,SCATTERING,SCATTERING,26,8958
55125,VILAS,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,6541,11126
55125,VILAS,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,4572,11126
55125,VILAS,2025,SUPREME COURT,SCATTERING,SCATTERING,13,11126
55127,WALWORTH,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,9805,13718
55127,WALWORTH,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,3913,13718
55127,WALWORTH,2000,SUPREME COURT,SCATTERING,SCATTERING,0,13718
55127,WALWORTH,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",10447,10504
55127,WALWORTH,2001,SUPREME COURT,SCATTERING,SCATTERING,57,10504
55127,WALWORTH,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,5839,11164
55127,WALWORTH,2003,SUPREME COURT,LIBERAL,ED BRUNNER,5295,11164
55127,WALWORTH,2003,SUPREME COURT,SCATTERING,SCATTERING,30,11164
55127,WALWORTH,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,7302,7349
55127,WALWORTH,2005,SUPREME COURT,SCATTERING,SCATTERING,47,7349
55127,WALWORTH,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,7740,7797
55127,WALWORTH,2006,SUPREME COURT,SCATTERING,SCATTERING,57,7797
55127,WALWORTH,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,9209,14462
55127,WALWORTH,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,5207,14462
55127,WALWORTH,2007,SUPREME COURT,SCATTERING,SCATTERING,46,14462
55127,WALWORTH,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,8122,13840
55127,WALWORTH,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,5655,13840
55127,WALWORTH,2008,SUPREME COURT,SCATTERING,SCATTERING,63,13840
55127,WALWORTH,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,5464,12212
