county,municipality,ctv,reporting_unit,year,office,district,con_dist,wsa_dist,wss_dist,party,candidate,votes
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,3
Door,Sturgeon Bay,City,Wards 7 & 8,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,322
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,276
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,30
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,5
Door,Sturgeon Bay,City,Wards 9 & 10,2000,president,NA,8,1,1,Scattering,Scattering,2
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,257
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,278
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,25
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,3
Door,Sturgeon Bay,City,Wards 11 & 12,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,346
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,299
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,17
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,1
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,1
Door,Sturgeon Bay,City,Wards 13 & 14,2000,president,NA,8,1,1,Scattering,Scattering,1
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,9
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,11
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,0
Door,Sturgeon Bay,City,Wards 15 - 17,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,1
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,3
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,0
Door,Sturgeon Bay,City,Ward 18,2000,president,NA,8,1,1,Scattering,Scattering,0
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,20
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,16
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,3
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,0
Door,Sturgeon Bay,City,Wards 19 - 21,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,252
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,241
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,14
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,6
Kewaunee,Ahnapee,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,271
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,243
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,20
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,13
Kewaunee,Carlton,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,298
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,243
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,23
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,8
Kewaunee,Casco,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,229
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,252
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,19
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,9
Kewaunee,Franklin,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,196
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,199
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,28
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,6
Kewaunee,Lincoln,Town,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,408
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,294
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,15
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,9
Kewaunee,Luxemburg,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,388
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,311
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,23
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,7
Kewaunee,Montpelier,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,173
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,200
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,2
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,34
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Kewaunee,Pierce,Town,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,368
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,336
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,16
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,1
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,6
Kewaunee,Red River,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,318
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,280
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,23
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,11
Kewaunee,West Kewaunee,Town,Wards 1 - 3,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,148
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,122
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,1
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,10
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,0
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,2
Kewaunee,Casco,Village,Ward 1,2000,president,NA,8,1,1,Scattering,Scattering,0
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,495
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,400
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,3
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,15
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,1
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,10
Kewaunee,Luxemburg,Village,Wards 1 & 2,2000,president,NA,8,1,1,Scattering,Scattering,1
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,661
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,799
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,0
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,0
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,74
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,3
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,1
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,13
Kewaunee,Algoma,City,Wards 1 - 7,2000,president,NA,8,1,1,Scattering,Scattering,1
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Republican,George Bush / Dick Cheney,678
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Democratic,Al Gore / Joe Lieberman,750
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Libertarian,Harry Browne / Art Olivier,4
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Constitution,H Phillips / J C Frazier,1
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Wisconsin Green,Ralph Nader / Winona la Duke,74
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Independent,M Moorehead / Gloria la Riva,3
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Independent 2,James Harris / M Trowe,0
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Independent 3,John Hagelin / Nat Goldhaber,0
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Independent 4,Pat Buchanan / Ezola Foster,8
Kewaunee,Kewaunee,City,Wards 1 - 5,2000,president,NA,8,1,1,Scattering,Scattering,1
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Republican,George Bush / Dick Cheney,287
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Democratic,Al Gore / Joe Lieberman,389
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Libertarian,Harry Browne / Art Olivier,4
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Constitution,H Phillips / J C Frazier,0
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Wisconsin Green,Ralph Nader / Winona la Duke,22
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Independent,M Moorehead / Gloria la Riva,0
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Independent 2,James Harris / M Trowe,1
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Independent 3,John Hagelin / Nat Goldhaber,1
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Independent 4,Pat Buchanan / Ezola Foster,1
Milwaukee,Shorewood,Village,Ward 12,2000,president,NA,5,10,4,Scattering,Scattering,1
Milwaukee,Glendale,City,Wards 1 & 7,2000,president,NA,5,10,4,Republican,George Bush / Dick Cheney,524
