county,municipality,ctv,reporting_unit,year,office,district,party,candidate,votes
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,772
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,18
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,79
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Independent,Alan D Eisenberg,3
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Hartland,Village,Wards 8 - 13,2002,governor,NA,Scattering,Scattering,0
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,42
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,129
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,1
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,5
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,Lac la Belle,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,118
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,205
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,36
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Lannon,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,264
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,569
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,7
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,59
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,1
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,559
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,888
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,20
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,98
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Independent 2,Ty A Bollerud,4
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,"Wards 3, 9 & 10",2002,governor,NA,Scattering,Scattering,1
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,423
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,608
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,15
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,64
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Independent,Alan D Eisenberg,2
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Independent 2,Ty A Bollerud,3
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,"Wards 4, 8 & 11",2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,397
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,615
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,65
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,"Wards 5, 6 & 13",2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,341
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,642
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,12
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,55
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Independent 3,Mike Mangan,2
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Wards 7 & 12,2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,532
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,1075
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,19
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,98
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Independent,Alan D Eisenberg,2
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,"Wards 14, 15 & 21",2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,270
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,594
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,10
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,36
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Independent,Alan D Eisenberg,2
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Wards 16 & 17,2002,governor,NA,Scattering,Scattering,1
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,267
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,627
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,11
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,57
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Independent,Alan D Eisenberg,4
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,"Wards 18, 25 & 26",2002,governor,NA,Scattering,Scattering,1
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,137
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,281
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,33
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Ward 19,2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,351
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,772
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,58
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,Menomonee Falls,Village,Wards 20 & 22,2002,governor,NA,Scattering,Scattering,1
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,318
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,542
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,56
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Independent 2,Ty A Bollerud,3
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Wards 23 & 29,2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,90
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,252
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,1
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,15
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Ward 24,2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,154
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,303
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,0
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,9
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,Menomonee Falls,Village,Ward 27,2002,governor,NA,Scattering,Scattering,0
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,174
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,292
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,26
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Menomonee Falls,Village,Ward 28,2002,governor,NA,Scattering,Scattering,0
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,146
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,530
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,35
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,2
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,Merton,Village,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,633
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,1154
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,25
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,135
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Independent,Alan D Eisenberg,2
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Independent 3,Mike Mangan,3
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,Mukwonago,Village,Wards 1 - 8,2002,governor,NA,Scattering,Scattering,1
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,141
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,393
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,3
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,31
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Independent 3,Mike Mangan,2
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Nashotah,Village,Wards 1 & 2,2002,governor,NA,Scattering,Scattering,0
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,193
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,389
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,66
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,North Prairie,Village,Wards 1 - 3,2002,governor,NA,Scattering,Scattering,0
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,49
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,244
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,5
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,8
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Independent 4,Aneb Jab Rasta,1
Waukesha,Oconomowoc Lake,Village,Ward 1,2002,governor,NA,Scattering,Scattering,0
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,443
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,1013
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,19
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,124
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Independent 3,Mike Mangan,0
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Pewaukee,Village,Wards 1 - 5,2002,governor,NA,Scattering,Scattering,0
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,355
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,528
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,14
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,80
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Independent,Alan D Eisenberg,3
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Pewaukee,Village,Wards 6 - 9,2002,governor,NA,Scattering,Scattering,0
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,336
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,594
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,12
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,96
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Independent 2,Ty A Bollerud,1
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Independent 3,Mike Mangan,1
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Sussex,Village,"Wards 1, 2, 4 & 5",2002,governor,NA,Scattering,Scattering,0
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,307
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,684
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,10
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,60
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Independent,Alan D Eisenberg,1
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Independent 3,Mike Mangan,4
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Independent 4,Aneb Jab Rasta,2
Waukesha,Sussex,Village,"Wards 3, 10, 11 & 13",2002,governor,NA,Scattering,Scattering,1
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,360
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,749
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,8
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Libertarian,Ed thompson / M Reynolds,81
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Independent 3,Mike Mangan,2
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Independent 4,Aneb Jab Rasta,0
Waukesha,Sussex,Village,Wards 6 - 9,2002,governor,NA,Scattering,Scattering,1
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Democratic,Jim Doyle / Barbara Lawton,0
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Republican,Scott McCallum / Margaret A Farrow,2
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Wisconsin Green,Jim Young / Jeff Peterson,0
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Libertarian,Ed thompson / M Reynolds,0
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Independent,Alan D Eisenberg,0
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Independent 2,Ty A Bollerud,0
Waukesha,Sussex,Village,"Wards 12, 14 & 15",2002,governor,NA,Independent 3,Mike Mangan,0
