county,county_fips,mcd_fips,municipality,ctv,year,office,party,candidate,votes,total_votes
WASHBURN,55129,5512980450,TREGO,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,377
WASHBURN,55129,5512980450,TREGO,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,90,92
WASHBURN,55129,5512980450,TREGO,T,2017,SUPREME COURT,SCATTERING,SCATTERING,2,92
WASHBURN,55129,5512980450,TREGO,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,86,168
WASHBURN,55129,5512980450,TREGO,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,82,168
WASHBURN,55129,5512980450,TREGO,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,168
WASHBURN,55129,5512980450,TREGO,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,152,275
WASHBURN,55129,5512980450,TREGO,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,123,275
WASHBURN,55129,5512980450,TREGO,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,275
WASHBURN,55129,5512980450,TREGO,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,141,286
WASHBURN,55129,5512980450,TREGO,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,145,286
WASHBURN,55129,5512980450,TREGO,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,286
WASHBURN,55129,5512980450,TREGO,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,215,368
WASHBURN,55129,5512980450,TREGO,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,152,368
WASHBURN,55129,5512980450,TREGO,T,2023,SUPREME COURT,SCATTERING,SCATTERING,1,368
WASHBURN,55129,5512980450,TREGO,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,317,523
WASHBURN,55129,5512980450,TREGO,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,205,523
WASHBURN,55129,5512980450,TREGO,T,2025,SUPREME COURT,SCATTERING,SCATTERING,1,523
WASHBURN,55129,5512980450,TREGO,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,157,319
WASHBURN,55129,5512980450,TREGO,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,162,319
WASHBURN,55129,5512980450,TREGO,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,319
WASHINGTON,55131,5513100425,ADDISON,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,530,673
WASHINGTON,55131,5513100425,ADDISON,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,143,673
WASHINGTON,55131,5513100425,ADDISON,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,673
WASHINGTON,55131,5513100425,ADDISON,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",747,749
WASHINGTON,55131,5513100425,ADDISON,T,2001,SUPREME COURT,SCATTERING,SCATTERING,2,749
WASHINGTON,55131,5513100425,ADDISON,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,351,502
WASHINGTON,55131,5513100425,ADDISON,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,151,502
WASHINGTON,55131,5513100425,ADDISON,T,2003,SUPREME COURT,SCATTERING,SCATTERING,0,502
WASHINGTON,55131,5513100425,ADDISON,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,213,216
WASHINGTON,55131,5513100425,ADDISON,T,2005,SUPREME COURT,SCATTERING,SCATTERING,3,216
WASHINGTON,55131,5513100425,ADDISON,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,162,162
WASHINGTON,55131,5513100425,ADDISON,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,162
WASHINGTON,55131,5513100425,ADDISON,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,653,759
WASHINGTON,55131,5513100425,ADDISON,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,106,759
WASHINGTON,55131,5513100425,ADDISON,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,759
WASHINGTON,55131,5513100425,ADDISON,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,377,470
WASHINGTON,55131,5513100425,ADDISON,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,93,470
WASHINGTON,55131,5513100425,ADDISON,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,470
WASHINGTON,55131,5513100425,ADDISON,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,245,343
WASHINGTON,55131,5513100425,ADDISON,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,98,343
WASHINGTON,55131,5513100425,ADDISON,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,343
WASHINGTON,55131,5513100425,ADDISON,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",865,1035
WASHINGTON,55131,5513100425,ADDISON,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,170,1035
WASHINGTON,55131,5513100425,ADDISON,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,1035
WASHINGTON,55131,5513100425,ADDISON,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,507,602
WASHINGTON,55131,5513100425,ADDISON,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,95,602
WASHINGTON,55131,5513100425,ADDISON,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,602
WASHINGTON,55131,5513100425,ADDISON,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,327,439
WASHINGTON,55131,5513100425,ADDISON,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,112,439
WASHINGTON,55131,5513100425,ADDISON,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,439
WASHINGTON,55131,5513100425,ADDISON,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,1080,1436
WASHINGTON,55131,5513100425,ADDISON,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,356,1436
WASHINGTON,55131,5513100425,ADDISON,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,1436
WASHINGTON,55131,5513100425,ADDISON,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,224,229
WASHINGTON,55131,5513100425,ADDISON,T,2017,SUPREME COURT,SCATTERING,SCATTERING,5,229
WASHINGTON,55131,5513100425,ADDISON,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,512,688
WASHINGTON,55131,5513100425,ADDISON,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,176,688
WASHINGTON,55131,5513100425,ADDISON,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,688
WASHINGTON,55131,5513100425,ADDISON,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,752,901
WASHINGTON,55131,5513100425,ADDISON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,149,901
WASHINGTON,55131,5513100425,ADDISON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,901
WASHINGTON,55131,5513100425,ADDISON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,858,1163
WASHINGTON,55131,5513100425,ADDISON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,305,1163
WASHINGTON,55131,5513100425,ADDISON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,1163
WASHINGTON,55131,5513100425,ADDISON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1034,1365
WASHINGTON,55131,5513100425,ADDISON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,331,1365
WASHINGTON,55131,5513100425,ADDISON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,1365
WASHINGTON,55131,5513100425,ADDISON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1261,1661
WASHINGTON,55131,5513100425,ADDISON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,400,1661
WASHINGTON,55131,5513100425,ADDISON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,1661
WASHINGTON,55131,5513100425,ADDISON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,716,986
WASHINGTON,55131,5513100425,ADDISON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,270,986
WASHINGTON,55131,5513100425,ADDISON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,986
WASHINGTON,55131,5513105050,BARTON,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,273,358
WASHINGTON,55131,5513105050,BARTON,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,85,358
WASHINGTON,55131,5513105050,BARTON,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,358
WASHINGTON,55131,5513105050,BARTON,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",223,224
WASHINGTON,55131,5513105050,BARTON,T,2001,SUPREME COURT,SCATTERING,SCATTERING,1,224
WASHINGTON,55131,5513105050,BARTON,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,188,304
WASHINGTON,55131,5513105050,BARTON,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,115,304
WASHINGTON,55131,5513105050,BARTON,T,2003,SUPREME COURT,SCATTERING,SCATTERING,1,304
WASHINGTON,55131,5513105050,BARTON,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,243,243
WASHINGTON,55131,5513105050,BARTON,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,243
WASHINGTON,55131,5513105050,BARTON,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,101,101
WASHINGTON,55131,5513105050,BARTON,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,101
WASHINGTON,55131,5513105050,BARTON,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,551,683
WASHINGTON,55131,5513105050,BARTON,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,132,683
WASHINGTON,55131,5513105050,BARTON,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,683
WASHINGTON,55131,5513105050,BARTON,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,326,439
WASHINGTON,55131,5513105050,BARTON,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,112,439
WASHINGTON,55131,5513105050,BARTON,T,2008,SUPREME COURT,SCATTERING,SCATTERING,1,439
WASHINGTON,55131,5513105050,BARTON,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,396,661
WASHINGTON,55131,5513105050,BARTON,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,264,661
WASHINGTON,55131,5513105050,BARTON,T,2009,SUPREME COURT,SCATTERING,SCATTERING,1,661
WASHINGTON,55131,5513105050,BARTON,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",680,941
WASHINGTON,55131,5513105050,BARTON,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,261,941
WASHINGTON,55131,5513105050,BARTON,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,941
WASHINGTON,55131,5513105050,BARTON,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,422,530
WASHINGTON,55131,5513105050,BARTON,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,107,530
WASHINGTON,55131,5513105050,BARTON,T,2013,SUPREME COURT,SCATTERING,SCATTERING,1,530
WASHINGTON,55131,5513105050,BARTON,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,348,490
WASHINGTON,55131,5513105050,BARTON,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,142,490
WASHINGTON,55131,5513105050,BARTON,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,490
WASHINGTON,55131,5513105050,BARTON,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,905,1249
WASHINGTON,55131,5513105050,BARTON,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,344,1249
WASHINGTON,55131,5513105050,BARTON,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,1249
WASHINGTON,55131,5513105050,BARTON,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,268,270
WASHINGTON,55131,5513105050,BARTON,T,2017,SUPREME COURT,SCATTERING,SCATTERING,2,270
WASHINGTON,55131,5513105050,BARTON,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,524,750
WASHINGTON,55131,5513105050,BARTON,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,226,750
WASHINGTON,55131,5513105050,BARTON,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,750
WASHINGTON,55131,5513105050,BARTON,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,732,936
WASHINGTON,55131,5513105050,BARTON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,204,936
WASHINGTON,55131,5513105050,BARTON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,936
WASHINGTON,55131,5513105050,BARTON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,731,994
WASHINGTON,55131,5513105050,BARTON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,263,994
WASHINGTON,55131,5513105050,BARTON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,994
WASHINGTON,55131,5513105050,BARTON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,870,1213
WASHINGTON,55131,5513105050,BARTON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,343,1213
WASHINGTON,55131,5513105050,BARTON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,1213
WASHINGTON,55131,5513105050,BARTON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1101,1525
WASHINGTON,55131,5513105050,BARTON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,424,1525
WASHINGTON,55131,5513105050,BARTON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,0,1525
WASHINGTON,55131,5513105050,BARTON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,656,959
WASHINGTON,55131,5513105050,BARTON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,302,959
WASHINGTON,55131,5513105050,BARTON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,1,959
WASHINGTON,55131,5513124225,ERIN,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,749,967
WASHINGTON,55131,5513124225,ERIN,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,217,967
WASHINGTON,55131,5513124225,ERIN,T,2000,SUPREME COURT,SCATTERING,SCATTERING,1,967
WASHINGTON,55131,5513124225,ERIN,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",671,673
WASHINGTON,55131,5513124225,ERIN,T,2001,SUPREME COURT,SCATTERING,SCATTERING,2,673
WASHINGTON,55131,5513124225,ERIN,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,662,1045
WASHINGTON,55131,5513124225,ERIN,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,382,1045
WASHINGTON,55131,5513124225,ERIN,T,2003,SUPREME COURT,SCATTERING,SCATTERING,1,1045
WASHINGTON,55131,5513124225,ERIN,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,480,482
WASHINGTON,55131,5513124225,ERIN,T,2005,SUPREME COURT,SCATTERING,SCATTERING,2,482
WASHINGTON,55131,5513124225,ERIN,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,375,376
WASHINGTON,55131,5513124225,ERIN,T,2006,SUPREME COURT,SCATTERING,SCATTERING,1,376
WASHINGTON,55131,5513124225,ERIN,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,692,862
WASHINGTON,55131,5513124225,ERIN,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,170,862
WASHINGTON,55131,5513124225,ERIN,T,2007,SUPREME COURT,SCATTERING,SCATTERING,0,862
WASHINGTON,55131,5513124225,ERIN,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,708,940
WASHINGTON,55131,5513124225,ERIN,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,229,940
WASHINGTON,55131,5513124225,ERIN,T,2008,SUPREME COURT,SCATTERING,SCATTERING,3,940
WASHINGTON,55131,5513124225,ERIN,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,574,892
WASHINGTON,55131,5513124225,ERIN,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,318,892
WASHINGTON,55131,5513124225,ERIN,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,892
WASHINGTON,55131,5513124225,ERIN,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",1233,1570
WASHINGTON,55131,5513124225,ERIN,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,336,1570
WASHINGTON,55131,5513124225,ERIN,T,2011,SUPREME COURT,SCATTERING,SCATTERING,1,1570
WASHINGTON,55131,5513124225,ERIN,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,886,1111
WASHINGTON,55131,5513124225,ERIN,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,225,1111
WASHINGTON,55131,5513124225,ERIN,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,1111
WASHINGTON,55131,5513124225,ERIN,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,613,850
WASHINGTON,55131,5513124225,ERIN,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,237,850
WASHINGTON,55131,5513124225,ERIN,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,850
WASHINGTON,55131,5513124225,ERIN,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,1367,1792
WASHINGTON,55131,5513124225,ERIN,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,425,1792
WASHINGTON,55131,5513124225,ERIN,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,1792
WASHINGTON,55131,5513124225,ERIN,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,306,307
WASHINGTON,55131,5513124225,ERIN,T,2017,SUPREME COURT,SCATTERING,SCATTERING,1,307
WASHINGTON,55131,5513124225,ERIN,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,838,1113
WASHINGTON,55131,5513124225,ERIN,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,275,1113
WASHINGTON,55131,5513124225,ERIN,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,1113
WASHINGTON,55131,5513124225,ERIN,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,1087,1355
WASHINGTON,55131,5513124225,ERIN,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,268,1355
WASHINGTON,55131,5513124225,ERIN,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,1355
WASHINGTON,55131,5513124225,ERIN,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1192,1602
WASHINGTON,55131,5513124225,ERIN,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,410,1602
WASHINGTON,55131,5513124225,ERIN,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,1602
WASHINGTON,55131,5513124225,ERIN,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1404,1896
WASHINGTON,55131,5513124225,ERIN,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,492,1896
WASHINGTON,55131,5513124225,ERIN,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,1896
WASHINGTON,55131,5513124225,ERIN,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1657,2248
WASHINGTON,55131,5513124225,ERIN,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,589,2248
WASHINGTON,55131,5513124225,ERIN,T,2025,SUPREME COURT,SCATTERING,SCATTERING,2,2248
WASHINGTON,55131,5513124225,ERIN,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,1117,1622
WASHINGTON,55131,5513124225,ERIN,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,503,1622
WASHINGTON,55131,5513124225,ERIN,T,2026,SUPREME COURT,SCATTERING,SCATTERING,2,1622
WASHINGTON,55131,5513125375,FARMINGTON,T,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,286,358
WASHINGTON,55131,5513125375,FARMINGTON,T,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,72,358
WASHINGTON,55131,5513125375,FARMINGTON,T,2000,SUPREME COURT,SCATTERING,SCATTERING,0,358
WASHINGTON,55131,5513125375,FARMINGTON,T,2001,SUPREME COURT,CONSERVATIVE,"DAVID T PROSSER, JR.",267,268
WASHINGTON,55131,5513125375,FARMINGTON,T,2001,SUPREME COURT,SCATTERING,SCATTERING,1,268
WASHINGTON,55131,5513125375,FARMINGTON,T,2003,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,353,581
WASHINGTON,55131,5513125375,FARMINGTON,T,2003,SUPREME COURT,LIBERAL,ED BRUNNER,227,581
WASHINGTON,55131,5513125375,FARMINGTON,T,2003,SUPREME COURT,SCATTERING,SCATTERING,1,581
WASHINGTON,55131,5513125375,FARMINGTON,T,2005,SUPREME COURT,LIBERAL,ANN W BRADLEY,689,689
WASHINGTON,55131,5513125375,FARMINGTON,T,2005,SUPREME COURT,SCATTERING,SCATTERING,0,689
WASHINGTON,55131,5513125375,FARMINGTON,T,2006,SUPREME COURT,CONSERVATIVE,PATRICK CROOKS,221,221
WASHINGTON,55131,5513125375,FARMINGTON,T,2006,SUPREME COURT,SCATTERING,SCATTERING,0,221
WASHINGTON,55131,5513125375,FARMINGTON,T,2007,SUPREME COURT,CONSERVATIVE,ANNETTE K ZIEGLER,762,903
WASHINGTON,55131,5513125375,FARMINGTON,T,2007,SUPREME COURT,LIBERAL,LINDA M CLIFFORD,140,903
WASHINGTON,55131,5513125375,FARMINGTON,T,2007,SUPREME COURT,SCATTERING,SCATTERING,1,903
WASHINGTON,55131,5513125375,FARMINGTON,T,2008,SUPREME COURT,CONSERVATIVE,MIKE GABLEMAN,367,448
WASHINGTON,55131,5513125375,FARMINGTON,T,2008,SUPREME COURT,LIBERAL,LOUIS BUTLER,81,448
WASHINGTON,55131,5513125375,FARMINGTON,T,2008,SUPREME COURT,SCATTERING,SCATTERING,0,448
WASHINGTON,55131,5513125375,FARMINGTON,T,2009,SUPREME COURT,CONSERVATIVE,RANDY R KOSCHNICK,365,496
WASHINGTON,55131,5513125375,FARMINGTON,T,2009,SUPREME COURT,LIBERAL,SHIRLEY S ABRAHAMSON,131,496
WASHINGTON,55131,5513125375,FARMINGTON,T,2009,SUPREME COURT,SCATTERING,SCATTERING,0,496
WASHINGTON,55131,5513125375,FARMINGTON,T,2011,SUPREME COURT,CONSERVATIVE,"DAVID T. PROSSER, JR.",1010,1224
WASHINGTON,55131,5513125375,FARMINGTON,T,2011,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,214,1224
WASHINGTON,55131,5513125375,FARMINGTON,T,2011,SUPREME COURT,SCATTERING,SCATTERING,0,1224
WASHINGTON,55131,5513125375,FARMINGTON,T,2013,SUPREME COURT,CONSERVATIVE,PAT ROGGENSACK,582,677
WASHINGTON,55131,5513125375,FARMINGTON,T,2013,SUPREME COURT,LIBERAL,ED FALLONE,95,677
WASHINGTON,55131,5513125375,FARMINGTON,T,2013,SUPREME COURT,SCATTERING,SCATTERING,0,677
WASHINGTON,55131,5513125375,FARMINGTON,T,2015,SUPREME COURT,CONSERVATIVE,JAMES P. DALEY,456,601
WASHINGTON,55131,5513125375,FARMINGTON,T,2015,SUPREME COURT,LIBERAL,ANN W. BRADLEY,145,601
WASHINGTON,55131,5513125375,FARMINGTON,T,2015,SUPREME COURT,SCATTERING,SCATTERING,0,601
WASHINGTON,55131,5513125375,FARMINGTON,T,2016,SUPREME COURT,CONSERVATIVE,REBECCA G. BRADLEY,1139,1469
WASHINGTON,55131,5513125375,FARMINGTON,T,2016,SUPREME COURT,LIBERAL,JOANNE F. KLOPPENBURG,330,1469
WASHINGTON,55131,5513125375,FARMINGTON,T,2016,SUPREME COURT,SCATTERING,SCATTERING,0,1469
WASHINGTON,55131,5513125375,FARMINGTON,T,2017,SUPREME COURT,CONSERVATIVE,ANNETTE ZIEGLER,353,355
WASHINGTON,55131,5513125375,FARMINGTON,T,2017,SUPREME COURT,SCATTERING,SCATTERING,2,355
WASHINGTON,55131,5513125375,FARMINGTON,T,2018,SUPREME COURT,CONSERVATIVE,MICHAEL SCRENOCK,679,880
WASHINGTON,55131,5513125375,FARMINGTON,T,2018,SUPREME COURT,LIBERAL,REBECCA DALLET,201,880
WASHINGTON,55131,5513125375,FARMINGTON,T,2018,SUPREME COURT,SCATTERING,SCATTERING,0,880
WASHINGTON,55131,5513125375,FARMINGTON,T,2019,SUPREME COURT,CONSERVATIVE,BRIAN HAGEDORN,938,1141
WASHINGTON,55131,5513125375,FARMINGTON,T,2019,SUPREME COURT,LIBERAL,LISA NEUBAUER,203,1141
WASHINGTON,55131,5513125375,FARMINGTON,T,2019,SUPREME COURT,SCATTERING,SCATTERING,0,1141
WASHINGTON,55131,5513125375,FARMINGTON,T,2020,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1062,1406
WASHINGTON,55131,5513125375,FARMINGTON,T,2020,SUPREME COURT,LIBERAL,JILL J. KAROFSKY,344,1406
WASHINGTON,55131,5513125375,FARMINGTON,T,2020,SUPREME COURT,SCATTERING,SCATTERING,0,1406
WASHINGTON,55131,5513125375,FARMINGTON,T,2023,SUPREME COURT,CONSERVATIVE,DANIEL KELLY,1156,1511
WASHINGTON,55131,5513125375,FARMINGTON,T,2023,SUPREME COURT,LIBERAL,JANET C. PROTASIEWICZ,355,1511
WASHINGTON,55131,5513125375,FARMINGTON,T,2023,SUPREME COURT,SCATTERING,SCATTERING,0,1511
WASHINGTON,55131,5513125375,FARMINGTON,T,2025,SUPREME COURT,CONSERVATIVE,BRAD SCHIMEL,1524,1962
WASHINGTON,55131,5513125375,FARMINGTON,T,2025,SUPREME COURT,LIBERAL,SUSAN CRAWFORD,437,1962
WASHINGTON,55131,5513125375,FARMINGTON,T,2025,SUPREME COURT,SCATTERING,SCATTERING,1,1962
WASHINGTON,55131,5513125375,FARMINGTON,T,2026,SUPREME COURT,CONSERVATIVE,MARIA S. LAZAR,829,1150
WASHINGTON,55131,5513125375,FARMINGTON,T,2026,SUPREME COURT,LIBERAL,CHRIS TAYLOR,321,1150
WASHINGTON,55131,5513125375,FARMINGTON,T,2026,SUPREME COURT,SCATTERING,SCATTERING,0,1150
WASHINGTON,55131,5513128875,GERMANTOWN,V,2000,SUPREME COURT,CONSERVATIVE,DIANE S SYKES,1928,2385
WASHINGTON,55131,5513128875,GERMANTOWN,V,2000,SUPREME COURT,LIBERAL,LOUIS B BUTLER,455,2385
WASHINGTON,55131,5513128875,GERMANTOWN,V,2000,SUPREME COURT,SCATTERING,SCATTERING,2,2385
